date,bank,tipo,buy,sell
2026-03-09,Scotiabank,Dólar (US) Canales Digitales*,59,62
2026-03-09,Scotiabank,Dólar (US) Sucursales,59,62
2026-03-09,Banreservas,,59.849999999999994,61.849999999999994
2026-03-09,Banco Popular,,58.8,61.95
2026-03-09,BHD,,59.3,62
2026-03-09,Banco Caribe,,60,61.6
2026-03-09,BDI,,60,61.849999999999994
2026-03-09,Vimenca,,59.849999999999994,61.849999999999994
2026-03-09,BLH,,59.8,61.8
2026-03-09,Banesco,,59.15,62
2026-03-09,Ademi,,59.9,61.9
2026-03-09,Quezada,,60.349999999999994,61.75
2026-03-09,Lafise,,60,62
2026-03-09,Promerica,,59.5,62
